"","Reading","Cinema","Show","Exhibition","Computer","Sport","Walking","Travelling","Collecting","Volunteering","Mechanic","Gardening","Knitting","Cooking","Fishing","Sex","Age","Marital status","Profession"
"1448","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Yes","Yes","No","F","(45,55]","Married","Employee"
"1449","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","No","F","(25,35]","Remarried","Employee"
"1450","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","F","(55,65]","Divorcee","Employee"
"1451","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","M","(25,35]","Single","Employee"
"1452","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","F","(35,45]","Married","Employee"
"1453","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","Yes","Yes","No","F","(55,65]","Married","Employee"
"1454","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"1455","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","M","(55,65]","Remarried","Management"
"1456","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","F","(65,75]","Single","Foreman"
"1457","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","F","(35,45]","Married","Management"
"1458","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","M","(55,65]","Married","Management"
"1459","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(65,75]","Widower","Employee"
"1460","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","No","No","No","M","(65,75]","Married","Foreman"
"1461","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","M","(45,55]","Married","Management"
"1462","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","F","(35,45]","Married","Employee"
"1463","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","F","(25,35]","Single","Employee"
"1464","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","Yes","No","Yes","No","F","(45,55]","Single","Management"
"1465","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","M","[15,25]","Single","Employee"
"1466","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","M","(45,55]","Married","Management"
"1467","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","No","No","M","(35,45]","Single","Other"
"1468","Yes","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","Yes","No","F","(45,55]","Married","Employee"
"1469","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","M","(45,55]","Married","Unskilled worker"
"1470","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","Yes","No","M","[15,25]","Single","Manual labourer"
"1471","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(75,85]","Married","Technician"
"1472","Yes","No","No","Yes","No","No","No","Yes","No","No","Yes","No","Yes","Yes","No","F","(75,85]","Widower","Manual labourer"
"1473","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","F","(45,55]","Divorcee","Employee"
"1474","Yes","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Employee"
"1475","Yes","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","Yes","Yes","No","F","(55,65]","Married","Employee"
"1476","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","M","(55,65]","Divorcee","Foreman"
"1477","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","M","(55,65]","Married","Management"
"1478","No","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","M","[15,25]","Single","Unskilled worker"
"1479","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","No","No","F","(25,35]","Single","Employee"
"1480","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","No","No","Yes","No","M","[15,25]","Single","Technician"
"1481","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","Yes","No","No","Yes","No","M","(35,45]","Married","Management"
"1482","No","No","No","No","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","No","M","(45,55]","Married","Management"
"1483","Yes","No","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","No","F","(35,45]","Married","Management"
"1484","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(25,35]","Married","Employee"
"1485","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","Yes","No","F","(25,35]","Single","Employee"
"1486","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","No","No","Yes","M","(25,35]","Single","Foreman"
"1487","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","Yes","Yes","Yes","No","F","(45,55]","Widower","Employee"
"1488","Yes","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","Yes","Yes","No","F","(35,45]","Divorcee","Employee"
"1489","Yes","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","M","(55,65]","Married","Management"
"1490","Yes","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","F","(35,45]","Remarried","Employee"
"1491","No","Yes","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","M","(45,55]","Married","Unskilled worker"
"1492","Yes","Yes","No","No","Yes","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","F","(25,35]","Single","Employee"
"1493","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","F","(45,55]","Remarried","Employee"
"1494","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","F","(65,75]","Widower","Employee"
"1495","Yes","Yes","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","F","(45,55]","Married","Employee"
"1496","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","F","(55,65]","Married","Management"
"1497","No","No","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","F","(45,55]","Married","Employee"
"1498","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","M","(45,55]","Married","Technician"
"1499","No","No","Yes","No","No","No","Yes","Yes","No","Yes","Yes","Yes","No","Yes","No","M","(55,65]","Married","Foreman"
"1500","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","M","(65,75]","Single","Management"
"1501","Yes","No","Yes","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","F","(25,35]","Married","Employee"
"1502","No","Yes","Yes","No","No","No","Yes","Yes","No","No","Yes","Yes","No","Yes","No","M","(45,55]","Married","Manual labourer"
"1503","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","F","[15,25]","Single","Employee"
"1504","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","No","M","(45,55]","Single","Technician"
"1505","No","Yes","No","Yes","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","F","[15,25]","Single","Foreman"
"1506","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","F","(45,55]","Married","Employee"
"1507","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(35,45]","Remarried","Manual labourer"
"1508","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","M","(55,65]","Married","Foreman"
"1509","Yes","Yes","Yes","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","F","(25,35]","Single","Employee"
"1510","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(35,45]","Married","Foreman"
"1511","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","No","M","(25,35]","Single","Technician"
"1512","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","F","(35,45]","Single","Employee"
"1513","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","Yes","No","No","F","(25,35]","Single","Foreman"
"1514","Yes","No","No","Yes","No","No","Yes","No","No","No","No","No","No","No","No","F","(75,85]","Widower","Employee"
"1515","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","F","(65,75]","Married","Employee"
"1516","No","No","No","Yes","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(75,85]","Married","Foreman"
"1517","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","F","(25,35]","Single","Employee"
"1518","Yes","No","No","No","Yes","Yes","No","No","No","No","Yes","No","No","No","Yes","M","(25,35]","Single","Unskilled worker"
"1519","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","M","(65,75]","Divorcee","Unskilled worker"
"1520","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","F","(55,65]","Married","Manual labourer"
"1521","No","No","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","F","(25,35]","Single","Manual labourer"
"1522","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","F","(35,45]","Married","Management"
"1523","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","Yes","No","No","Yes","No","M","(25,35]","Single","Technician"
"1524","Yes","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","No","M","(45,55]","Married","Manual labourer"
"1525","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","M","(25,35]","Married","Employee"
"1526","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(25,35]","Single","Unskilled worker"
"1527","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","F","(55,65]","Widower","Management"
"1528","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","M","(65,75]","Married","Manual labourer"
"1529","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","M","(35,45]","Single","Manual labourer"
"1530","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","Yes","M","(55,65]","Married","Technician"
"1531","No","No","No","No","No","Yes","Yes","No","No","Yes","Yes","No","No","No","Yes","M","(35,45]","Single","Employee"
"1532","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","M","(65,75]","Married","Manual labourer"
"1533","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","M","(85,100]","Widower","Unskilled worker"
"1534","No","Yes","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","F","[15,25]","Single","Unskilled worker"
"1535","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","F","(35,45]","Married","Manual labourer"
"1536","Yes","Yes","No","No","Yes","No","No","No","No","Yes","Yes","Yes","Yes","No","No","F","(45,55]","Married","Employee"
"1537","No","No","No","No","No","No","No","Yes","No","Yes","Yes","Yes","No","Yes","Yes","M","(45,55]","Married","Technician"
"1538","Yes","No","No","Yes","Yes","No","No","Yes","No","No","Yes","No","No","Yes","No","M","(25,35]","Married","Manual labourer"
"1539","Yes","No","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","F","(25,35]","Married","Employee"
"1540","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Yes","No","F","(65,75]","Married","Employee"
"1541","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","Yes","M","(45,55]","Married","Manual labourer"
"1542","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","F","(55,65]","Married","Employee"
"1543","Yes","No","No","Yes","Yes","No","Yes","Yes","Yes","No","No","Yes","No","No","No","F","(45,55]","Married","Employee"
"1544","Yes","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","M","(65,75]","Widower","Management"
"1545","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","Yes","No","Yes","No","F","(45,55]","Remarried","Management"
"1546","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","M","(45,55]","Remarried","Management"
"1547","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","Yes","M","(45,55]","Married","Manual labourer"
"1548","Yes","Yes","Yes","Yes","No","Yes","No","No","No","No","No","No","No","Yes","Yes","M","(25,35]","Single","Foreman"
"1549","Yes","Yes","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","Yes","No","F","[15,25]","Single","Management"
"1550","Yes","No","No","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Technician"
"1551","Yes","No","No","Yes","No","Yes","No","No","No","No","No","No","No","No","No","F","(45,55]","Divorcee","Employee"
"1552","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","F","(35,45]","Married","Employee"
"1553","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No","No","Yes","M","(45,55]","Divorcee","Management"
"1554","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","F","(75,85]","Married","Employee"
"1555","Yes","No","Yes","No","No","Yes","Yes","No","No","No","Yes","No","No","Yes","No","F","(45,55]","Married","Employee"
"1556","Yes","Yes","No","No","Yes","No","Yes","No","No","No","Yes","No","Yes","Yes","No","F","[15,25]","Single","Employee"
"1557","Yes","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","M","(45,55]","Married","Manual labourer"
"1558","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","Yes","Yes","M","(35,45]","Married","Employee"
"1559","No","No","No","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","F","(65,75]","Widower","Employee"
"1560","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","F","(75,85]","Married","Foreman"
"1561","No","No","Yes","No","Yes","Yes","No","No","No","No","Yes","No","No","No","No","M","[15,25]","Single","Technician"
"1562","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","M","(35,45]","Divorcee","Other"
"1563","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","F","(25,35]","Married","Unskilled worker"
"1564","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","F","(35,45]","Married","Management"
"1565","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","Yes","M","(35,45]","Divorcee","Manual labourer"
"1566","Yes","No","Yes","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","M","(25,35]","Divorcee","Technician"
"1567","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No","M","(45,55]","Single","Technician"
"1568","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","Yes","No","F","(65,75]","Married","Employee"
"1569","Yes","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","F","(55,65]","Married","Employee"
"1570","Yes","Yes","Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","F","(45,55]","Married","Foreman"
"1571","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes","No","No","Yes","No","M","(35,45]","Divorcee","Management"
"1572","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","F","(25,35]","Married","Employee"
"1573","Yes","No","Yes","Yes","No","No","Yes","No","No","No","No","No","Yes","Yes","No","F","(65,75]","Married","Manual labourer"
"1574","Yes","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","Yes","F","(35,45]","Single","Employee"
"1575","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","Yes","Yes","Yes","No","No","F","(35,45]","Single","Manual labourer"
"1576","Yes","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","No","F","(55,65]","Married","Employee"
"1577","Yes","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","No","M","(55,65]","Divorcee","Manual labourer"
"1578","Yes","Yes","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","F","(35,45]","Divorcee","Foreman"
"1579","No","No","No","Yes","Yes","No","No","Yes","No","No","Yes","Yes","No","No","Yes","M","(45,55]","Single","Manual labourer"
"1580","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","Yes","M","(65,75]","Married","Unskilled worker"
"1581","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","M","(45,55]","Married","Technician"
"1582","Yes","No","No","Yes","Yes","Yes","No","No","No","No","Yes","Yes","No","No","No","M","(35,45]","Married","Management"
"1583","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","Yes","No","M","(25,35]","Single","Manual labourer"
"1584","Yes","Yes","Yes","No","Yes","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","F","[15,25]","Single","Employee"
"1585","No","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","M","(35,45]","Divorcee","Technician"
